taxon_id	Domain	Status	Study	Genome_Name	Sequencing_Center	IMG_ID	Phylum	Class	Order	Family	Genus	Species	taxid	Strain	Genome_Size	Gene_Count	score2
t650377913	Bacteria	Finished	Whole-genome sequences of thirteen isolates of Borrelia burgdorferi	Borrelia burgdorferi JD1	J. Craig Venter Institute (JCVI)	650377913	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella burgdorferi	521008	JD1	1531091	1496	NA
t641736243	Bacteria	Permanent Draft	genome sequences of Yersinia pestis isolates from natural foci of endemic plague in China	Yersinia pestis bv. Mediaevalis K1973002	J. Craig Venter Institute (JCVI)	641736243	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	404216	K1973002	4720694	4260	NA
t649989989	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Prevotella salivae DSM 15606	Baylor College of Medicine	649989989	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae	888832	DSM 15606	3140543	2992	NA
t640427106	Bacteria	Finished	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus DSM 8903	DOE Joint Genome Institute (JGI)	640427106	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus	351627	DSM 8903	2970275	2834	NA
t647000348	Bacteria	Permanent Draft	Xanthomonas fuscans aurantifolii ICPB 11122	Xanthomonas fuscans aurantifolii ICPB 11122	University of Sao Paulo, Sao Paulo Research Foundation (FAPESP)	647000348	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fuscans	427081	ICPB 11122	4879662	3857	100
t647533172	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Granulicatella elegans ATCC 700633	Broad Institute	647533172	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	626369	B1333, ATCC 700633	1900014	1745	NA
t641522628	Bacteria	Finished	WFO-LLNL proposal	Francisella philomiragia philomiragia ATCC 25017	DOE Joint Genome Institute (JGI)	641522628	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia	484022	ATCC 25017	2049711	1964	NA
t643348515	Bacteria	Finished	Bifidobacterium animalis lactis AD011	Bifidobacterium animalis lactis AD011	Korea Research Institute of Bioscience and Biotechnology	643348515	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	442563	AD011	1933695	1587	NA
t641736100	Bacteria	Permanent Draft	Salmonella enterica enterica sv Schwarzengrund SL480	Salmonella enterica enterica sv. Schwarzengrund SL480	J. Craig Venter Institute (JCVI)	641736100	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	454165	SL480	4761576	5382	NA
t651053033	Bacteria	Finished	Evolution in an oncogenic bacterial species with extreme genome plasticity	Helicobacter pylori F30	University of Tokyo	651053033	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	866345	F30	1579693	1526	NA
t644736406	Bacteria	Finished	Streptococcus dysgalactiae equisimilis GGS_124	Streptococcus dysgalactiae equisimilis sv. G GGS_124	International Medical Center of Japan	644736406	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	486410	GGS_124	2106340	2167	NA
t647000278	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Mycobacterium parascrofulaceum ATCC BAA-614	Baylor College of Medicine	647000278	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium parascrofulaceum	525368	ATCC BAA-614	6295508	6510	NA
t641736125	Bacteria	Permanent Draft	Sequencing Burkholderia strains - Naval Medical Research Center	Burkholderia pseudomallei 7894	Naval Medical Research Center	641736125	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	441156	7894	6978293	8370	NA
t648276747	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Streptococcus pyogenes ATCC 10782	Baylor College of Medicine	648276747	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	864568	C98, ATCC 10782	1839847	1971	NA
t643886197	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides coprophilus DSM 18228, JCM 13818	Washington University in St. Louis	643886197	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus	547042	CB42	3855443	3904	NA
t646564532	Bacteria	Finished	Erwinia pyrifoliae Ep1/96	Erwinia pyrifoliae Ep1/96	Max Planck Institute	646564532	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia pyrifoliae	634499	Ep1/96	4072846	3794	NA
t2505679030	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Runella slithyformis LSU4, DSM 19594	DOE Joint Genome Institute (JGI)	2505679030	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella slithyformis	761193	LSU4, DSM 19594	6919729	6025	NA
t643886092	Bacteria	Permanent Draft	Bacillus thuringiensis genome project - Naval Medical Research Center	Bacillus thuringiensis IBL4222	Naval Medical Research Center	643886092	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	527020	IBL4222	6574132	6758	NA
t637000107	Bacteria	Finished	Escherichia coli O157:H7 EDL933 (EHEC)	Escherichia coli O157:H7 EDL933 (EHEC)	University of Wisconsin, Madison	637000107	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	155864	EDL933 (EHEC)	5620522	5633	NA
t642979301	Bacteria	Permanent Draft	Nitrogen-fixing symbiotic bacteria	Rhizobium etli IE4771	National Autonomous University of Mexico	642979301	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	526946	IE4771	3989019	5761	NA
t647000330	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Turicibacter sanguinis PC909	J. Craig Venter Institute (JCVI)	647000330	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sanguinis	702450	PC909	2953411	2855	NA
t647533197	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Prevotella sp. F0039	Broad Institute	647533197	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299	575614	F0039	2453028	1981	NA
t646564564	Bacteria	Finished	Rhodococcus opacus B4	Rhodococcus opacus B4	National Institute of Technology and Evaluation	646564564	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	632772	B4	8834939	8259	NA
t2512564059	Bacteria	Finished	Rickettsia australis Cutlack	Rickettsia australis Cutlack	Los Alamos National Laboratory	2512564059	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia australis	1105110	Cutlack	1323280	1297	NA
t649633095	Bacteria	Finished	Staphylococcus pseudintermedius HKU10-03	Staphylococcus pseudintermedius HKU10-03	University of Hong Kong	649633095	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pseudintermedius	937773	HKU10-03	2617381	2528	NA
t649633066	Bacteria	Finished	CSP_300131_795687	Mesorhizobium ciceri bv. biserrulae WSM1271	DOE Joint Genome Institute (JGI)	649633066	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	765698	WSM1271	6690028	6531	NA
t645058798	Bacteria	Permanent Draft	Vibrio cholerae sv Inaba 12129(1)	Vibrio cholerae sv. Inaba 12129(1)	Los Alamos National Laboratory	645058798	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	592313	12129(1)	3969506	3684	NA
t650377941	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Faecalibacterium prausnitzii L2-6	Wellcome Trust Sanger Institute	650377941	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	718252	L2-6	3321367	2820	NA
t651053065	Bacteria	Finished	Salmonella enterica enterica sv Typhimurium UK-1	Salmonella enterica enterica sv. Typhimurium UK-1	Arizona State University	651053065	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	990282	UK-1	4911145	4662	NA
t641736133	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Dorea formicigenerans ATCC 27755	Washington University in St. Louis	641736133	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	411461	ATCC 27755	3186031	3352	NA
t642979351	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides plebeius M12, DSM 17135	Washington University in St. Louis	642979351	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius	484018	M12, DSM 17135	4421324	4022	NA
t648276717	Bacteria	Permanent Draft	Pseudomonas syringae pv. syringae 642	Pseudomonas syringae pv. syringae 642	University of Toronto	648276717	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	673266	642	5809390	5318	NA
t650716011	Bacteria	Finished	Blattabacterium sp. Bge	Blattabacterium sp. Bge	University of Valencia	650716011	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp. (Blattella germanica)	331104	Bge	640935	629	NA
t649989915	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bifidobacterium dentium JCVIHMP022	J. Craig Venter Institute (JCVI)	649989915	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	553191	JCVIHMP022	2636584	2341	NA
t639633065	Bacteria	Finished	Acidovorax genus	Verminephrobacter eiseniae EF01-2	DOE Joint Genome Institute (JGI)	639633065	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae	391735	EF01-2	5597943	5115	NA
t647000287	Bacteria	Permanent Draft	Parachlamydia acanthamoebae Hall's coccus	Parachlamydia acanthamoebae Hall's coccus	University of Lausanne	647000287	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	159254	Hall's coccus	2971261	2846	NA
t642979336	Bacteria	Permanent Draft	Obsidian Hot Spring Microbial Community Genomics	Alicyclobacillus acidocaldarius LAA1	DOE Joint Genome Institute (JGI)	642979336	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius	543302	LAA1	2943284	3100	NA
t646862317	Bacteria	Finished	Analysis of Chlamydia trachomatis strains,Oregon State Univ	Chlamydia trachomatis G/9301	DOE Joint Genome Institute (JGI)	646862317	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	718219	G/9301	1042811	964	NA
t647533230	Bacteria	Permanent Draft	Stenotrophomonas sp. SKA14	Stenotrophomonas sp. SKA14	J. Craig Venter Institute (JCVI)	647533230	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. SKA14	391601	SKA14	5020454	4543	100
t2511231201	Bacteria	Finished	Lactococcus garvieae Lg2	Lactococcus garvieae KG- Lg2	Kitasato University	2511231201	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	420890	Lg2	1963964	2045	NA
t649633039	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfurobacterium thermolithotrophum BSA, DSM 11699	DOE Joint Genome Institute (JGI)	649633039	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	868864	BSA, DSM 11699	1541968	1594	NA
t637000182	Bacteria	Finished	Mycoplasma parvum str. Indiana Genome sequencing	Mycoplasma penetrans HF-2	RIKEN	637000182	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma penetrans	272633	HF-2	1358633	1075	NA
t639279308	Bacteria	Finished	Ehrlichia ruminantium Welgevonden, ARC-OVI	Ehrlichia ruminantium Welgevonden, ARC-OVI	Wellcome Trust Sanger Institute	639279308	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	254945	Welgevonden, ARC-OVI	1516355	931	NA
t648276668	Bacteria	Permanent Draft	Escherichia coli genome sequencing - Broad Institute	Escherichia coli TA143	Broad Institute	648276668	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	656437	TA143	4829725	4682	NA
t648028048	Bacteria	Finished	Paenibacillus polymyxa E681	Paenibacillus polymyxa E681	Korea Research Institute of Bioscience and Biotechnology	648028048	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	349520	E681	5394884	4932	NA
t649989960	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus iners LEAF 2052A-d	J. Craig Venter Institute (JCVI)	649989960	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	879302	LEAF 2052A-d	1322320	1312	NA
t646564581	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermobispora bispora R51, DSM 43833	DOE Joint Genome Institute (JGI)	646564581	Actinobacteria	Actinobacteria	unclassified	unclassified	Thermobispora	Thermobispora bispora	469371	R51, DSM 43833	4189976	3661	NA
t646311961	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermanaerovibrio acidaminovorans Su883, DSM 6589	DOE Joint Genome Institute (JGI)	646311961	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans	525903	Su883, DSM 6589	1848474	1828	NA
t650716064	Bacteria	Finished	Mycoplasma sp. G5847	Mycoplasma suis Illinois	Purdue University	650716064	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma suis	768700	Illinois	742431	879	NA
t2505679068	Bacteria	Finished	Compost Feedstock-Adapted Isolates	Isoptericola variabilis 225	DOE Joint Genome Institute (JGI)	2505679068	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis	743718	225	3307740	3080	100
t642555160	Bacteria	Finished	Staphylococcus haemolyticus JCSC1435	Staphylococcus haemolyticus JCSC1435	National Institute of Technology and Evaluation	642555160	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	279808	JCSC1435	2697861	2809	NA
t648276610	Bacteria	Permanent Draft	Actinobacillus pleuropneumoniae sv 2 4226	Actinobacillus pleuropneumoniae sv. 2 4226	Aarhus University	648276610	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	754254	4226	2314315	2181	NA
t650716074	Bacteria	Finished	Pseudomonas brassicacearum brassicacearum NFM421	Pseudomonas brassicacearum brassicacearum NFM421	CEA Genoscope	650716074	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	994484	NFM421	6843248	6176	NA
t644736347	Bacteria	Finished	Cupriavidus taiwanensis LMG 19424	Cupriavidus taiwanensis LMG 19424	CEA Genoscope	644736347	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis	977880	LMG 19424	6476522	5986	NA
t645058834	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Gemella haemolysans ATCC 10379	J. Craig Venter Institute (JCVI)	645058834	Firmicutes	Bacilli	Bacillales	unclassified	Gemella	Gemella haemolysans	546270	ATCC 10379	1916192	1764	NA
t641736226	Bacteria	Permanent Draft	Enterohemorrhagic isolate E. coli - JCVI	Escherichia coli O157:H7 EC508	J. Craig Venter Institute (JCVI)	641736226	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	478007	EC508	5656666	6327	NA
t2511231144	Bacteria	Finished	Burkholderia sp. YI23	Burkholderia sp. YI23	Seoul National University	2511231144	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. YI23	1097668	YI23	8896411	7886	NA
t651053003	Bacteria	Finished	Bacillus thuringiensis sv chinensis CT-43	Bacillus thuringiensis sv. chinensis CT-43	Huazhong Agricultural University	651053003	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	541229	CT43	6151150	6330	NA
t2507262026	Bacteria	Permanent Draft	CSP_300132_795700	Desulfotomaculum nigrificans DSM 574	DOE Joint Genome Institute (JGI)	2507262026	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum nigrificans	696369	DSM 574	3052787	3112	NA
t651324112	Bacteria	Permanent Draft	gamma proteobacterium IMCC1989	gamma proteobacterium IMCC1989	Inha University	651324112	Proteobacteria	Gammaproteobacteria	Alteromonadales	unclassified	unclassified	gamma proteobacterium IMCC1989	937772	IMCC1989	3017625	2880	100
t647000209	Bacteria	Permanent Draft	Anaerobaculum hydrogeniformans strain 0S1 ATCC BAA-1850	Acetomicrobium hydrogeniformans ATCC BAA-1850	Washington University	647000209	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium hydrogeniformans	592015	ATCC BAA-1850	2308705	2556	NA
t640963035	Bacteria	Permanent Draft	Roseovarius sp. TM1035	Roseovarius sp. TM1035	J. Craig Venter Institute (JCVI)	640963035	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp. TM1035	391613	TM1035	4209812	4158	NA
t651324052	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lachnospiraceae bacterium 6_1_37FAA	Broad Institute	651324052	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	Lachnospiraceae bacterium 6_1_37FAA	658656	6_1_37FAA	3057756	3019	NA
t2506210002	Bacteria	Finished	Sequencing Marinomonas - a multi-talented marine bacterial genus	Marinomonas mediterranea MMB-1, ATCC 700492	DOE Joint Genome Institute (JGI)	2506210002	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas mediterranea	717774	MMB-1, ATCC 700492	4684316	4326	NA
t648276606	Bacteria	Permanent Draft	Comparative genomic characterization of Actinobacillus pleuropneumoniae	Actinobacillus pleuropneumoniae sv. 10 D13039	Chinese National Human Genome Center at Shanghai	648276606	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	754259	D13039	2272088	2207	NA
t647533108	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Acinetobacter sp. SH024	Broad Institute	647533108	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	575565	SH024	3970841	3703	NA
t2511231187	Bacteria	Finished	Thermus sp. CCB_US3_UF1	Thermus sp. CCB_US3_UF1	University of Science, Malaysia	2511231187	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus sp. CCB_US3_UF1	1111069	CCB_US3_UF1	2263488	2333	NA
t651324068	Bacteria	Permanent Draft	Leuconostoc sequencing - Korea Research Institute of Bioscience and Biotechnology	Leuconostoc gelidum gelidum KCTC 3527	Korea Research Institute of Bioscience and Biotechnology	651324068	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc gelidum	927691	KCTC 3527	1957281	1978	NA
